Entry	Signal peptide
Q70DJ5	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:16941222"
Q70LM3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15809005"
Q75WF2	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15450924"
Q76CA2	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:14529730"
Q76CE6	SIGNAL 1..20; /evidence="ECO:0000269|Ref.1"
Q76CE8	SIGNAL 1..20; /evidence="ECO:0000255, ECO:0000269|Ref.1"
Q76FB0	SIGNAL 1..20; /evidence="ECO:0000255|HAMAP-Rule:MF_01378, ECO:0000269|PubMed:8534673"
Q76FP5	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:12543554, ECO:0000269|PubMed:14565843"
Q7M413	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15795490, ECO:0000269|PubMed:8814231"
Q7M418	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15795490, ECO:0000269|PubMed:8814231"
Q7M419	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15795490, ECO:0000269|PubMed:8814231"
Q7M438	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:9756633"
Q7M4T0	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:12162562"
Q7Q7R8	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:12364794"
Q7SCE9	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:25201969"
Q7T045	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15450849"
Q7T1K6	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:14529736, ECO:0000269|PubMed:15581679, ECO:0000269|PubMed:17070778"
Q7T2I5	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:4664580"
Q7T2Q0	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:10933804, ECO:0000269|PubMed:12944366"
Q7T2Q1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10933804, ECO:0000269|PubMed:12944366"
Q7T3J2	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:14505938"
Q7YSJ4	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15947191"
Q7YZS9	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:12893060"
Q7ZT75	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12679857"
Q7ZT99	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12646276, ECO:0000269|PubMed:19371136"
Q7ZTA6	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12623078"
Q7ZTA8	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12623078"
Q7ZZN8	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14529736"
Q800A0	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12892756"
Q800C4	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12623078"
Q800Y2	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12568402, ECO:0000269|PubMed:14668966"
Q84V39	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15004167"
Q867F4	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11018665"
Q86SC0	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:12859949"
Q875I9	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:11115392, ECO:0000269|PubMed:16396247"
Q8AV97	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10942790, ECO:0000269|PubMed:7599152"
Q8AV98	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10942790, ECO:0000269|PubMed:7599152"
Q8AYA2	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12604331"
Q8CEK3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:18715980"
Q8GTM0	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:12644678"
Q8H6Q0	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:12644678"
Q8H6Q1	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:12644678"
Q8HY17	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:14522968"
Q8I7X1	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15081839"
Q8I817	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17141371"
Q8I948	SIGNAL 1..23; /evidence="ECO:0000255, ECO:0000269|PubMed:12818635"
Q8IFJ8	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12823556"
Q8ISL8	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12297291"
Q8JFX7	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12437132"
Q8JGT6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12220719"
Q8JGT7	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12220719"
Q8JI39	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17543280"
Q8JIY9	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12220717"
Q8L9T8	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15322080"
Q8LD43	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15322080"
Q8LG54	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11006345"
Q8MI01	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12047385"
Q8MMH3	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12727301"
Q8MP00	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:12364794"
Q8NBM8	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
Q8NJ73	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:16461639"
Q8NK90	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:16233515"
Q8QG87	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:17140721"
Q8S2W4	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15322080"
Q8T0W8	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:14706547, ECO:0000269|Ref.2"
Q8T0Y7	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:11786187"
Q8T9R8	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12372834"
Q8TAL6	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:21615908"
Q8UUG0	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11713517, ECO:0000269|PubMed:11739390"
Q8UUG2	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11739390"
Q8UVU7	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:11594738"
Q8UVZ7	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:11594738, ECO:0000269|PubMed:19371136"
Q8W257	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12054482"
Q8WPD0	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11886841"
Q90VW1	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:4941832"
Q90W22	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:11546772"
Q90W54	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11341935"
Q90WA1	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:10847427"
Q90WJ7	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11722582"
Q90Y77	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12612832"
Q945U0	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:12084830"
Q94637	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:23308227"
Q94823	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8798603"
Q95121	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7592790"
Q95NJ8	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12906891"
Q95NK7	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15208022"
Q95P08	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12823556"
Q95VF0	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12530222"
Q95WX6	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12472844"
Q96I82	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:15340161"
Q96IQ7	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
Q96PL1	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12847263"
Q96QR1	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161"
Q96S96	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
Q98967	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7764512"
Q98996	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8878523"
Q99013	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3769927"
Q9BX93	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
Q9C5S0	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11006345"
Q9C8A4	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15322080"
Q9C9H5	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9188482"
Q9D3H2	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8529023"
Q9FK16	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15322080"
Q9GK12	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15328291"
Q9GU69	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10964941"
Q9H4G1	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:15340161"
Q9HB40	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15340161"
Q9I840	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10512747, ECO:0000269|PubMed:11287424, ECO:0000269|PubMed:11728470, ECO:0000269|PubMed:9588185"
Q9I8P7	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10924158"
Q9IAM1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10558903"
Q9LJD9	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:11006345, ECO:0000269|PubMed:15322080"
Q9LYF6	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11006345, ECO:0000269|PubMed:15322080"
Q9M0S4	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11006345"
Q9M373	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15322080"
Q9MYV1	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1758974"
Q9N2D2	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:10788784"
Q9N2D3	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:10788784"
Q9N2D4	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:10788784"
Q9NBW2	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10981722"
Q9NII5	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9354615"
Q9NII6	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:9354615"
Q9NJP7	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:9151979"
Q9NL38	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10694502"
Q9NQ34	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:15340161"
Q9NRR1	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
Q9NTU7	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15340161"
Q9PTA1	SIGNAL <1..18; /evidence="ECO:0000269|PubMed:7704193, ECO:0000269|PubMed:7945237"
Q9PTC3	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10625636"
Q9PW66	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10422759"
Q9PWI3	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10377258"
Q9PWI4	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10377258"
Q9QXU1	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:15950295"
Q9S8P4	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8111015"
Q9SJY7	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11006345"
Q9STQ3	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:11006345, ECO:0000269|PubMed:15322080"
Q9TRM8	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1388669"
Q9TW32	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10575348"
Q9U3Z3	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:12547831"
Q9U8D1	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:9151979"
Q9U8D2	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:11027603, ECO:0000269|PubMed:26389953, ECO:0000269|PubMed:9151979"
Q9U8W7	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:10468566"
Q9U8X3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10473569"
Q9U943	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11056463"
Q9UAC9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10080355"
Q9UN67	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15340161"
Q9UVI4	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:10336622"
Q9XSC9	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8547333"
Q9XSW3	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8602463"
Q9XY87	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11566364, ECO:0000269|PubMed:12472844"
Q9Y0Y0	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:10413113"
Q9YGG9	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9657448"
Q9YGJ0	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10082161"
Q9YI92	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9657448"
Q9ZT16	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11006345"
U6A629	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:24211368"
W0HJ53	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:24760228"
W5XCJ6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:24814013"
W5XDM0	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:24814013"
A0A023W140	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:24602922"
A0A023W145	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:24602922"
A0A1S6EK92	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:28359256"
A0A1W6EVM7	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:29350905"
A0A1W6EVN2	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:29350905"
A0A1W6EVN4	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:29350905"
A0AT29	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:17511608"
A0AT33	SIGNAL <1..17; /evidence="ECO:0000269|PubMed:17511608"
A1IVR9	SIGNAL <1..2; /evidence="ECO:0000269|PubMed:30944155"
A2CKF6	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17166178"
A2CKF7	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17166178"
A7L035	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:17688901"
A7L036	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:17688901"
A7VN13	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17543280"
A7VN14	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17543280"
A7VN15	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:17543280"
A9UGV5	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:15653800"
A9UGV6	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15653800"
A9UGV7	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15653800"
A9XE60	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:20045493"
B0JFB8	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14505696"
B2BRQ5	SIGNAL 1..21; /evidence="ECO:0000269|Ref.3"
B2D1Y0	SIGNAL <1..4; /evidence="ECO:0000269|PubMed:18549822"
B2KTG1	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18164783"
B3EWG0	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
B3F051	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:18468512"
B5LYJ9	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:21788359"
B9A8D7	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:19464375"
C0HJM8	SIGNAL <1..15; /evidence="ECO:0000269|PubMed:25887266"
C0HJQ5	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:25792741"
C0HKR1	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:29466015"
C0HL62	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9654737"
C0HL63	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9654737"
C0HL64	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9654737"
C0HL65	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9654737"
C0HL82	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:21056078"
C0HL83	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:21056078"
C0HLA0	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:27237746"
C0K3N1	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:19208624"
C0STK6	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:19673083"
C0STK7	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:19673083"
C0STK8	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:19673083"
C1IC48	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9080571"
C1IC50	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18405934"
C1IC52	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18405934, ECO:0000269|Ref.2"
C1IC53	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18405934"
C6JUN9	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:21515432"
C6JUP3	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
C7G3K3	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:19966481"
C9X4J8	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:19470401"
C9X4J9	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:19470401"
C9X4K1	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:19470401"
C9X4K4	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:19470401"
C9X4K7	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:19470401"
D3Z9M3	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:23637100"
E0XKJ8	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:20608917"
E2DQZ5	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:21040740"
E2DQZ6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:21040740"
F0UZ12	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:21518038"
F2QXM5	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:27313058"
F5CPD3	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPD5	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPD6	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPD8	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPE0	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPE2	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPE3	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F5CPE4	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21515432"
F8S0Y4	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:24231107"
F8S0Z5	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:24231107"
G9M8X1	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:22019571"
I6S390	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:22595790"
I7ICN3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:22689571"
I7JUQ0	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:22689571"
O00105	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8987855"
O04004	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:6863927"
O14412	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:9324248"
O42257	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:14572646"
O46654	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10908640"
O46655	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9513079"
O48540	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9421930"
O57690	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9395334"
O60046	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11034311"
O62605	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7715595"
O62644	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8798437"
O73856	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9565688"
O73857	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9565688"
O76537	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9707603"
O77061	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:9791542"
O77541	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:9553129"
O80327	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9684355"
O95157	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161"
O96059	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8530391"
O96559	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:9804829"
P00652	SIGNAL 1..26; /evidence="ECO:0000269|Ref.2"
P00719	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7075596, ECO:0000269|PubMed:904618"
P01076	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:7236596"
P01221	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:607993"
P01226	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:670202"
P01227	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:6798969"
P01299	SIGNAL 1..29; /evidence="ECO:0000269|Ref.2"
P01302	SIGNAL 1..29; /evidence="ECO:0000269|Ref.2"
P01307	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:4706833"
P01311	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:5949593"
P01364	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2573895"
P01384	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:497256"
P01412	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:881163"
P01477	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:694946"
P01479	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:5500394, ECO:0000269|PubMed:6523502"
P01499	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:5789872"
P01538	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:5719166"
P01543	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:914810, ECO:0000269|PubMed:990986, ECO:0000269|Ref.3"
P01544	SIGNAL <1..16; /evidence="ECO:0000269|PubMed:914810, ECO:0000269|Ref.3, ECO:0000269|Ref.4"
P01545	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11271488, ECO:0000269|PubMed:6987216"
P01633	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:418775"
P01639	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:403522, ECO:0000269|PubMed:4162931"
P02221	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:6862374, ECO:0000269|PubMed:7380386"
P02222	SIGNAL 1..15; /evidence="ECO:0000269|Ref.2"
P02223	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7216162"
P02224	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7227979"
P02226	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7399413"
P02230	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7250903"
P02739	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6767608"
P02755	SIGNAL 1..18; /evidence="ECO:0000269|Ref.2"
P02758	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6526379"
P02782	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7198120, ECO:0000269|PubMed:7200013"
P02883	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:456365"
P02896	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:7120400"
P03998	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6378904"
P04148	SIGNAL 1..16; /evidence="ECO:0000269|Ref.6"
P04706	SIGNAL 1..19; /evidence="ECO:0000269|Ref.6"
P05367	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1590757"
P06306	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3518635"
P06912	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3838985"
P07380	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:4040766"
P07439	SIGNAL 1..24; /evidence="ECO:0000269|Ref.2"
P07457	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3403560"
P07479	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1618743"
P07529	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
P07596	SIGNAL 1..22; /evidence="ECO:0000269|Ref.3"
P07712	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7784264"
P07728	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:14681440"
P08056	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3391995"
P08299	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:16453639"
P08375	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3888997"
P08376	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3888997"
P09318	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3379064, ECO:0000269|PubMed:3865172"
P09319	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3379064, ECO:0000269|PubMed:3865172"
P09350	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1425703"
P09464	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:3202956"
P09585	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3582956"
P09989	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2341399, ECO:0000269|Ref.4"
P0C1X6	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:16705749"
P0C292	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:16762386"
P0C293	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:16762386"
P0C552	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17166178"
P0C553	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17166178"
P0C554	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17166178"
P0C908	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:17490656"
P0DL40	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:21544181"
P0DPT6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPU0	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPU1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPU2	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:23148443"
P0DPU3	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:23148443"
P0DPU5	SIGNAL <1..22; /evidence="ECO:0000269|PubMed:23148443"
P0DPU6	SIGNAL <1..6; /evidence="ECO:0000269|PubMed:23148443"
P0DPU7	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:23148443"
P0DPU8	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:23148443"
P0DPU9	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:30214940"
P0DPV0	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
